상병코드,상병명
O99,"달리 분류될 수 있지만 임신, 출산 및 산후기에 합병된 기타 산모질환(Other materal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium)"
P00,현재 임신과는 관계없을 것 같은 모성 병태에 의해 영향받은 태아 및 신생아(Fetus and newborn affected by maternal conditions that may be unrelated to present pregnancy)
P01,임신의 모성 합병증에 의해 영향 받은 태아 및 신생아(Fetus and newborn affected by maternal complications of pregnancy)
P02,"태반, 탯줄 및 막의 모성합병증에 의해 영향받은 태아 및 신생아(Fetus and newborn affected by maternal complications of placenta, cord and membranes)"
P03,진통 및 분만의 기타 합병증에 의해 영향받은 태아 및 신생아(Fetus and newborn affected by other complications of labour and delivery)
P04,태반 또는 모유를 통해 전파된 유해한 영향을 받은 태아 및 신생아(Fetus and newborn affected by noxious influences transmitted via placenta or breast milk)
P05,태아 발육 지연 및 태아 영양실조(Slow fetal growth and fetal malnutrition)
P07,"달리 분류되지 않은 단기 임신 및 저체중 출산과 관련된 장애(Disorders related to short gestation and low birth weight, NEC)"
P08,장기 임신 및 고체중 출산과 관련된 장애(Disorders related to long gestation and high birth weight)
P10,출산 손상으로 인한 두개강내 열상 및 출혈(Intracranial laceration and haemo- rrhage due to birth injury)
P11,중추 신경계통에 대한 기타 출산 손상(Other birth injuries to central nervous  system)
P12,머리덮개의 출산 손상(Birth injury to scalp)
P13,골격의 출산 손상(Birth injury to skeleton)
P14,말초 신경계통의 출산 손상(Birth injury to peripheral nervous system)
P15,기타 출산 손상(Other birth injuries)
P20,자궁내 저산소증(Intrauterine hypoxia)
P21,출산 질식(Birth asphyxia)
P22,신생아의 호흡 곤란(Respiratory distress of newborn)
P23,선천 폐렴(Congenital pneumonia)
P24,신생아 흡인 증후군(Neonatal aspiration syndromes)
P25,출생전후기에 기원한 사이질성 폐기종 및 관련 병태(Interstitial emphysema and related conditions originating in the perinatal period)
P26,출생전후기에 기원한 폐 출혈(Pulmonary haemorrhage originating in the perinatal period)
P27,출생전후기에 기원한 만성 호흡기 질환(Chronic respiratory disease originating in the perinatal period)
P28,출생전후기에 기원한 기타 호흡기 병태(Other respiratory conditions originating in the perinatal period)
P29,출생전후기에 기원한 심장혈관 장애(Cardiovascular disorders originating in the perinatal period)
P35,선천 바이러스 질환(Congenital viral diseases)
P36,신생아의 세균성 패혈증(Bacterial sepsis of newborn)
P37,기타 선천 감염성 및 기생충성 질환(Other congenital infectious and parasitic diseases)
P38,경도의 출혈을 동반하거나 동반하지 않은 신생아 배꼽염(Omphalitis of newborn with or without mild haemorrhage)
P39,출생전후기에 특이한 기타 감염(Other infections specific to the perinatal period)
P50,태아 실혈(Fetal blood loss)
P51,신생아 탯줄 출혈(Umbilical haemorrhage of newborn)
P52,태아 및 신생아의 두개강내 비외상성 출혈(Intracranial nontraumatic haemorrhage of fetus and newborn)
P53,태아 및 신생아의 출혈성 질환(Haemorrhagic disease of fetus and newborn)
P54,기타 신생아 출혈(Other neonatal haemorrhages)
P55,태아 및 신생아의 용혈성 질환(Haemolytic disease of fetus and newborn)
P56,용혈성 질환으로 인한 태아 수종(Hydrops fetalis due to haemolytic disease)
P57,핵황달(Kernicterus)
P58,기타 과다 용혈로 인한 신생아 황달(Neonatal jaundice due to other excessive haemolysis)
P59,기타 및 상세불명의 원인으로 인한 신생아 황달(Neonatal jaundice from other and unspecified causes)
P60,태아 및 신생아의 파종성 혈관내 응고병증(Disseminated intravascular coagulation of fetus and newborn)
P61,기타 출생전후기 혈액학적 장애(Other perinatal haematological disorders)
P70,태아 및 신생아에 특이한 일과성 탄수화물 대사 장애(Transitory disorders of carbohydrate metabolism specific to fetus and newborn)
P71,일과성 신생아 칼슘 및 마그네슘 대사 장애(Transitory neonatal disorders of calcium and magnesium metabolism)
P72,기타 일과성 신생아 내분비 장애(Other transitory neonatal endocrine disorders)
P74,기타 일과성 신생아 전해질 및 대사 장애(Other transitory neonatal electrolyte and metabolic disturbances)
P75*  ,태변성 장폐색증(Meconium ileus)(E84.1)
P76,신생아의 기타 장폐쇄(Other intestinal obstruction of newborn)
P77,태아 및 신생아의 괴사성 소장결장염(Necrotizing enterocolitis of fetus and newborn)
P78,기타 출생전후기 소화기계통 장애(Other perinatal digestive system disorders)
P80,신생아의 저체온증(Hypothermia of newborn)
P81,신생아의 체온 조절의 기타 장애(Other disturbances of temperature regulation of newborn)
P83,태아 및 신생아에 특이한 기타 피부의 병태(Other conditions of integument specific to fetus and newborn)
P90,신생아 경련(Convulsions of newborn)
P91,신생아의 대뇌 상태의 기타 장애(Other disturbances of cerebral status of newborn)
P92,신생아의 수유 문제(Feeding problems of newborn)
P93,태아 및 신생아에게 투여한 약물의 반응 및 중독(Reactions and intoxications due to drugs administered to fetus and newborn)
P94,신생아의 근육 긴장의 장애(Disorders of muscle tone of newborn)
P95,상세불명 원인의 태아 사망(Fetal death of unspecified cause)
P96,출생전후기에 기원한 기타 병태(Other conditions originating in the perinatal period)
Q00,뇌없음증(무뇌증) 및 유사 기형(Anencephaly and similar malformations)
Q01,뇌류(Encephalocele)
Q02,소두증(Microcephaly)
Q03,선천 수두증(Congenital hydrocephalus)
Q04,뇌의 기타 선천 기형(Other congenital malformations of brain)
Q05,척추갈림증(Spina bifida)
Q06,척수의 기타 선천 기형(Other congenital malformations of spinal cord)
Q07,신경계통의 기타 선천기형(Other congenital malformations of nervous system)
Q10,"눈꺼풀, 눈물기관 및 안와의 선천 기형(Congenital malformations of eyelid, lacrimal apparatus and orbit)"
Q11,"무안구증, 소안구증 및 대안구증(Anophthalmos, microphthalmos and macro- phthalmos)"
Q12,선천 수정체 기형(Congenital lens malformations)
Q13,전안부의 선천 기형(Congenital malformations of anterior segment of eye)
Q14,후안부의 선천 기형(Congenital malformations of posterior segment of eye)
Q15,눈의 기타 선천 기형(Other congenital malformations of eye)
Q16,청력 장애를 유발하는 귀의 선천 기형(Congenital malformations of ear causing impairment of hearing)
Q17,귀의 기타 선천 기형(Other congenital malformations of ear)
Q18,얼굴 및 목의 기타 선천 기형(Other congenital malformations of face and neck)
Q20,심방실 및 연결의 선천 기형(Congenital malformations of cardiac chambers and connections)
Q21,심장 중격의 선천 기형(Congenital malformations of cardiac septa)
Q22,폐동맥 및 삼첨판의 선천 기형(Congenital malformations of pulmonary and tricuspid valves)
Q23,대동맥 및 승모판의 선천 기형(Congenital malformations of aortic and mitral valves)
Q24,심장의 기타 선천 기형(Other congenital malformations of heart)
Q25,대동맥의 선천 기형(Congenital malformations of great arteries)
Q26,대정맥의 선천 기형(Congenital malformations of great veins)
Q27,말초혈관계통의 기타 선천 기형(Other congenital malformations of peripheral vascular system)
Q28,순환기계통의 기타 선천 기형(Other congenital malformations of circulatory system)
Q30,코의 선천 기형(Congenital malformations of nose)
Q31,후두의 선천 기형(Congenital malformations of larynx)
Q32,기관 및 기관지의 선천 기형(Congenital malformations of trachea and bronchus)
Q33,폐의 선천 기형(Congenital malformations of lung)
Q34,호흡기계통의 기타 선천 기형(Other congenital malformations of respiratory system)
Q35,입천장갈림증(Cleft palate)
Q36,입술갈림증(Cleft lip)
Q37,입술갈림증을 동반한 입천장갈림증(Cleft palate with cleft lip)
Q38,"혀, 입 및 인두의 기타 선천 기형(Other congenital malformations of tongue, mouth and pharynx)"
Q39,식도의 선천 기형(Congenital malformations of oesophagus)
Q40,상부 소화관의 기타 선천 기형(Other congenital malformations of upper alimentary tract)
Q41,"작은창자의 선천 결여, 폐쇄 및 협착(Congenital absence, atresia and stenosis of small intestine)"
Q42,"큰창자의 선천 결여, 폐쇄 및 협착(Congenital absence, atresia and stenosis of large intestine)"
Q43,창자의 기타 선천 기형(Other congenital malformations of intestine)
Q44,"쓸개(담낭), 쓸개관(담관) 및 간의 선천 기형(Congenital malformations of gallbladder, bile ducts and liver)"
Q45,소화기계통의 기타 선천 기형(Other congenital malformations of digestive system)
Q50,"난소, 자궁관 및 넓은인대의 선천 기형(Congenital malformations of ovaries, fallopian tubes and broad ligaments)"
Q51,자궁 및 자궁목의 선천 기형(Congenital malformations of uterus and cervix)
Q52,여성 생식기의 기타 선천 기형(Other congenital malformations of female genitalia)
Q53,정류 고환(Undescended testicle)
Q54,요도하열(Hypospadias)
Q55,남성 생식기관의 기타 선천 기형(Other congenital malformations of male genital organs)
Q56,중성 및 가성 반음양증(Indeterminate sex and pseudohermaphroditism)
Q60,콩팥(신장) 무발생증 및 기타 감소성 결손(Renal agenesis and other reduction defects of kidney)
Q61,낭성 콩팥(신장)병(Cystic kidney disease)
Q62,콩팥깔때기의 선천 폐쇄성 결손 및 요관의 선천 기형(Congenital obstructive defects of renal pelvis and congenital malformations of ureter)
Q63,콩팥(신장)의 기타 선천 기형(Other congenital malformations of kidney)
Q64,비뇨기계통의 기타 선천 기형(Other congenital malformations of urinary system)
Q65,엉덩관절의 선천 변형(Congenital deformities of hip)
Q66,발의 선천 변형(Congenital deformities of feet)
Q67,"머리, 얼굴, 척추 및 가슴의 선천 근육골격 변형(Congenital musculoskeletal deformities of head, face, spine and chest)"
Q68,기타 선천 근육골격 변형(Other congenital musculoskeletal deformities)
Q69,다지증(Polydactyly)
Q70,합지증(Syndactyly)
Q71,팔의 감소성 결손(Reduction defects of upper limb)
Q72,다리의 감소성 결손(Reduction defects of lower limb)
Q73,상세불명 사지의 감소성 결손(Reduction defects of unspecified limb)
Q74,사지의 기타 선천 기형(Other congenital malformations of limb(s))
Q75,머리뼈 및 얼굴뼈의 기타 선천 기형(Other congenital malformations of skull and face bones)
Q76,척추 및 가슴뼈의 선천 기형(Congenital malformations of spine and bony thorax)
Q77,관모양뼈 및 척추의 성장 결손을 동반한 골연골 형성이상(Osteochond- rodysplasia with defects of growth of tubular bones and spine)
Q78,기타 골연골 형성이상(Other osteochondrodysplasias)
Q79,"달리 분류되지 않은 근육골격계통의 선천 기형(Congenital malformations of musculoskeletal system, NEC)"
Q80,선천 비늘증(Congenital ichthyosis)
Q81,표피 수포증(Epidermolysis bullosa)
Q82,피부의 기타 선천 기형(Other congenital malformations of skin)
Q83,유방의 선천 기형(Congenital malformations of breast)
Q84,외피의 기타 선천기형(Other congenital malformations of integument)
Q85,"달리 분류되지 않은 모반증(Phakomatoses, NEC)"
Q86,"달리 분류되지 않은 알려진 외인으로 인한 선천 기형 증후군(Congenital malformation syndromes due to known exogenous causes, NEC)"
Q87,다발 기계통에 영향을 주는 기타 명시된 선천 기형 증후군(Other specified congenital malformation syndromes affecting multiple systems)
Q89,"달리 분류되지 않은 기타 선천 기형(Other congenital malformations, NEC)"
Q90,다운 증후군(Down's syndrome)
Q91,에드워즈 증후군 및 파타우 증후군(Edwards' syndrome and Patau's syndrome)
Q92,"달리 분류되지 않은 보통염색체의 기타 삼염색체증 및 부분 삼염색체증(Other trisomies and partial trisomies of the autosomes, NEC)"
Q93,"달리 분류되지 않은 보통염색체의 단일염색체증 및 결손(Monosomies and deletions from the autosomes, NEC)"
Q95,"달리 분류되지 않은 균형성 재배열 및 구조적 표지자(Balanced rearrangements and structural markers, NEC)"
Q96,터너 증후군(Turner's syndrome)
Q97,"달리 분류되지 않은 여성의 표현형의 기타 성염색체 이상(Other sex chromosome abnormalities, female phenotype, NEC)"
Q98,"달리 분류되지 않은 남성의 표현형의 기타 성염색체 이상(Other sex chromosome abnormalities, male phenotype, NEC)"
Q99,"달리 분류되지 않은 기타 염색체 이상(Other chromosome abnormalities, NEC)"
R00,심장박동 이상(Abnormalities of heart beat)
R01,심장잡음 및 기타 심장음(Cardiac murmurs and other cardiac sounds)
R02,"달리 분류되지 않은 괴저(Gangrene, NEC)"
R03,"진단명 없는 혈압수치 이상(Abnormal blood-pressure reading, without diagnosis)"
R04,호흡기도 출혈(Haemorrhage from respiratory passages)
R05,기침(Cough)
R06,호흡 이상(Abnormalities of breathing)
R07,목구멍 및 가슴의 통증(Pain in throat and chest)
R09,순환기계통 및 호흡기계통을 침습한 기타 증상 및 징후(Other symptoms and signs involving the circulatory and respiratory systems)
R10,복부 및 골반통증(Abdominal and pelvic pain)
R11,구역 및 구토(Nausea and vomiting)
R12,속쓰림(Heartburn)
R13,삼킴곤란(Dysphagia)
R14,고창 및 연관된 병태(Flatulence and related conditions)
R15,분변의 실금(Faecal incontinence)
R16,"달리 분류되지 않은 간비대 및 지라비대(Hepatomegaly and splenomegaly, NEC)"
R17,상세불명의 황달(Unspecified jaundice)
R18,복수(Ascites)
R19,소화기계통 및 복부에 침습한 기타 증상 및 징후(Other symptoms and signs involving the digestive system and abdomen)
R20,피부 감각 장애(Disturbances of skin sensation)
R21,발진 및 기타 명시되지 않은 피부발진(Rash and other nonspecific skin eruption)
R22,"피부 및 피부밑조직의 국한적 큰종기, 덩이 및 소괴(Localized swelling, mass and lump of skin and subcutaneous tissue)"
R23,기타 피부 변화(Other skin changes)
R25,이상적 불수의적 운동(Abnormal involuntary movements)
R26,보행과 이동의 이상(Abnormalities of gait and mobility)
R27,기타 공조 결여(Other lack of coordination)
R29,신경계통 및 근육골격계통을 침습한 기타 증상 및 징후(Other symptoms and signs involving the nervous and musculoskeletal systems)
R30,배뇨와 연관된 통증(Pain associated with micturition)
R31,상세불명의 혈뇨(Unspecified haematuria)
R32,상세불명의 요실금(Unspecified urinary incontinence)
R33,소변축적(Retention of urine)
R34,무뇨증 및 핍뇨(Anuria and oliguria)
R35,다뇨증(Polyuria)
R36,요도 분비물(Urethral discharge)
R39,기타 비뇨기계통을 침습한 증상 및 징후(Other symptoms and signs involving the urinary system)
R40,"최면, 혼미 및 혼수(Somnolence, stupor and coma)"
R41,인지 기능 및 각성에 관한 기타 증상 및 징후(Other symptoms and signs involving cognitive functions and awareness)
R42,현기 및 어지러움(Dizziness and giddiness)
R43,후각 및 미각 장애(Disturbances of smell and taste)
R44,일반적 감각 및 지각에 관한 기타 증상 및 징후(Other symptoms and signs involving general sensations and perceptions)
R45,정서상태에 관한 증상 및 징후(Symptoms and signs involving emotional state)
R46,외양 및 행동에 관한 증상 및 징후(Symptoms and signs involving appearance and behaviour)
R47,"달리 분류되지 않은 어음 장애(Speech disturbances, NEC)"
R48,"달리 분류되지 않은 읽기곤란증 및 기타 상징기능 이상(Dyslexia and other symbolic dysfunctions, NEC)"
R49,음성 장애(Voice disturbances)
R50,원인 미상의 열(Fever of unknown origin)
R51,두통(Headache)
R52,"달리 분류되지 않은 통증(Pain, NEC)"
R53,권태감 및 피로감(Malaise and fatigue)
R54,노쇠(Senility)
R55,실신 및 허탈(Syncope and collapse)
R56,"달리 분류되지 않은 경련(Convulsions, NEC)"
R57,"달리 분류되지 않은 쇼크(Shock, NEC)"
R58,"달리 분류되지 않은 출혈(Haemorrhage, NEC)"
R59,림프절 종대(Enlarged lymph nodes)
R60,"달리 분류되지 않은 부종(Oedema, NEC)"
R61,다한증(Hyperhidrosis)
R62,기대되는 정상 생리학적 발달 결여(Lack of expected normal physiological development)
R63,음식 및 수액섭취에 관계된 증상 및 징후(Symptoms and signs concerning food and fluid intake)
R64,악액질(Cachexia)
R68,기타 전신 증상 및 징후(Other general symptoms and signs)
R69,미상 및 상세불명의 병인(Unknown and unspecified causes of morbidity)
R70,적혈구 침강률의 상승 및 혈장점도의 이상(Elevated erythrocyte sedimentation rate and abnormality of plasma viscosity)
R71,적혈구의 이상증(Abnormality of red blood cells)
R72,"달리 분류되지 않은 백혈구의 이상증(Abnormality of white blood cells, NEC)"
R73,혈당치 상승(Elevated blood glucose level)
R74,이상 혈청 효소수치(Abnormal serum enzyme levels)
R75,인체면역결핍바이러스[HIV]의 검사실 결과(Laboratory evidence of human immunodeficiency virus[HIV])
R76,혈청의 기타 면역학적 이상 소견(Other abnormal immunological findings in serum)
R77,혈장단백질의 기타 이상(Other abnormalities of plasma proteins)
R78,"정상적으로는 혈액내에 존재하지 않은 약물 및 기타 물질의 발견(Findings of drugs and other substances, not normally found in blood)"
R79,혈액 화학의 기타 이상 소견(Other abnormal findings of blood chemistry)
R80,고립성 단백뇨증(Isolated proteinuria)
R81,당뇨(Glycosuria)
R82,요의 기타 이상 소견(Other abnormal findings in urine)
R83,뇌척수액의 이상 소견(Abnormal findings in cerebrospinal fluid)
R84,호흡기관 및 가슴 검사물의 이상 소견(Abnormal findings in specimens from respiratory organs and thorax)
R85,소화기계통 및 복강 검사물의 이상 소견(Abnormal findings in specimens from digestive organs and abdominal cavity)
R86,남성 생식기 검사물의 이상 소견(Abnormal findings in specimens from male genital organs)
R87,여성 생식기 검사물의 이상 소견(Abnormal findings in specimens from female genital organs)
R89,"기타 기관, 계통 및 조직 검사물의 이상 소견(Abnormal findings in specimens from other organs, systems and tissues)"
R90,중추신경계통의 진단적 영상상 이상소견(Abnormal findings on diagnostic imaging of central nervous system)
R91,폐의 진단적 영상상 이상소견(Abnormal findings on diagnostic imaging of lung)
R92,유방의 진단적 영상상 이상소견(Abnormal findings on diagnostic imaging of breast)
R93,기타 신체구조의 진단적 영상상 이상소견(Abnormal findings on diagnostic imaging of other body structures)
R94,기능 연구의 이상 결과(Abnormal results of function studies)
R95,영아 급사 증후군(Sudden infant death syndrome)
R96,"원인 미상의 기타 급사(Other sudden death, cause unknown)"
R98,돌보지 못한 상태의 죽음(Unattended death)
R99,기타 불명확하고 상세불명의 사망원인(Other ill-defined and unspecified causes of mortality)
S00,머리의 얕은 손상(Superficial injury of head)
S01,머리의 열린 상처(Open wound of head)
S02,머리뼈 및 얼굴뼈의 골절(Fracture of skull and facial bones)
S03,"머리의 관절 및 인대의 탈구, 염좌 및 긴장(Dislocation, sprain and strain of joints and ligaments of head)"
S04,뇌신경의 손상(Injury of cranial nerves)
S05,눈 및 안와의 손상(Injury of eye and orbit)
S06,머리내 손상(Intracranial injury)
S07,머리의 압착손상(Crushing injury of head)
S08,머리부분의 외상성 절단(Traumatic amputation of part of head)
S09,머리의 기타 및 상세불명의 손상(Other and unspecified injuries of head)
S10,목의 얕은 손상(Superficial injury of neck)
S11,목의 열린 상처(Open wound of neck)
S12,목의 골절(Fracture of neck)
S13,"목 부위에서의 관절 및 인대의 탈구, 염좌 및 긴장(Dislocation, sprain and strain of joints and ligaments at neck level)"
S14,목 부위에서의 신경 및 척수의 손상(Injury of nerves and spinal cord at neck level)
S15,목 부위에서의 혈관의 손상(Injury of blood vessels at neck level)
S16,목 부위에서의 근육 및 힘줄의 손상(Injury of muscle and tendon at neck level)
S17,목의 압착손상(Crushing injury of neck)
S18,목 부위에서의 외상성 절단(Traumatic amputation at neck level)
S19,목의 기타 및 상세불명의 손상(Other and unspecified injuries of neck)
S20,가슴의 얕은 손상(Superficial injury of thorax)
S21,가슴의 열린 상처(Open wound of thorax)
S22,"갈비뼈, 복장뼈 및 등뼈의 골절(Fracture of rib(s), sternum and thoracic spine)"
S23,"가슴의 관절 및 인대의 탈구, 염좌 및 긴장(Dislocation, sprain and strain of joints and ligaments of thorax)"
S24,가슴 부위에서의 신경 및 척수의 손상(Injury of nerves and spinal cord at thorax level)
S25,가슴의 혈관의 손상(Injury of blood vessels of thorax)
S26,심장의 손상(Injury of heart)
S27,기타 및 상세불명의 가슴내 장기의 손상(Injury of other and unspecified intrathoracic organs)
S28,가슴의 압착손상 및 가슴 부분의 외상성 절단(Crushing injury of thorax and traumatic amputation of part of thorax)
S29,가슴의 기타 및 상세불명의 손상(Other and unspecified injuries of thorax)
S30,"복부, 하배부 및 골반의 얕은 손상(Superficial injury of abdomen, lower back and pelvis)"
S31,"복부, 하배부 및 골반의 열린 상처(Open wound of abdomen, lower back and pelvis)"
S32,허리뼈 및 골반의 골절(Fracture of lumbar spine and pelvis)
S33,"허리뼈 및 골반의 관절 및 인대의 탈구, 염좌 및 긴장(Dislocation, sprain and strain of joints and ligaments of lumbar spine and pelvis)"
S34,"복부, 하배부 및 골반 부위에서의 신경 및 허리척수의 손상(Injury of nerves and lumbar spinal cord at abdomen, lower back and pelvis level)"
S35,"복부, 하배부 및 골반 부위에서의 혈관의 손상(Injury of blood vessels at abdomen, lower back and pelvis level)"
S36,복부내 기관의 손상(Injury of intra-abdominal organs)
S37,비뇨기 및 골반 장기의 손상(Injury of urinary and pelvic organs)
S38,"복부, 하배부 및 골반 부분의 압착손상 및 외상성 절단(Crushing injury and traumatic amputation of part of abdomen, lower back and pelvis)"
S39,"복부, 하배부 및 골반의 기타 및 상세불명의 손상(Other and unspecified injuries of abdomen, lower back and pelvis)"
S40,어깨 및 팔죽지의 얕은 손상(Superficial injury of shoulder and upper arm)
S41,어깨 및 팔죽지의 열린 상처(Open wound of shoulder and upper arm)
S42,어깨 및 팔죽지의 골절(Fracture of shoulder and upper arm)
S43,"팔이음뼈의 관절 및 인대의 탈구, 염좌 및 긴장(Dislocation, sprain and strain of joints and ligaments of shoulder girdle)"
S44,어깨 및 팔죽지 부위에서의 신경 손상(Injury of nerves at shoulder and upper arm level)
S45,어깨 및 팔죽지 부위에서의 혈관의 손상(Injury of blood vessels at shoulder and upper arm level)
S46,어깨 및 팔죽지 부위에서의 근육 및 힘줄의 손상(Injury of muscle and tendon at shoulder and upper arm level)
S47,어깨 및 팔죽지의 압착손상(Crushing injury of shoulder and upper arm)
S48,어깨 및 팔죽지의 외상성 절단(Traumatic amputation of shoulder and upper arm)
S49,어깨 및 팔죽지의 기타 및 상세불명의 손상(Other and unspecified injuries of shoulder and upper arm)
S50,아래팔의 얕은 손상(Superficial injury of forearm)
S51,아래팔의 열린 상처(Open wound of forearm)
S52,아래팔의 골절(Fracture of forearm)
S53,"팔꿈치의 관절 및 인대의 탈구, 염좌 및 긴장(Dislocation, sprain and strain of joints and ligaments of elbow) "
S54,아래팔 부위에서의 신경손상(Injury of nerves at forearm level)
S55,아래팔 부위에서의 혈관손상(Injury of blood vessels at forearm level)
S56,아래팔 부위에서의 근육 및 힘줄의 손상(Injury of muscle and tendon at forearm level)
S57,아래팔의 압착손상(Crushing injury of forearm)
S58,아래팔의 외상성 절단(Traumatic amputation of forearm)
S59,아래팔의 기타 및 상세불명의 손상(Other and unspecified injuries of forearm)
S60,손목 및 손의 얕은 손상(Superficial injury of wrist and hand)
S61,손목 및 손의 열린 상처(Open wound of wrist and hand)
S62,손목 및 손부위에서의 골절(Fracture at wrist and hand level)
S63,"손목 및 손부위에서의 관절 및 인대의 탈구, 염좌 및 긴장(Dislocation, sprain and strain of joints and ligaments at wrist and hand level)"
S64,손목 및 손부위에서의 신경 손상(Injury of nerves at wrist and hand level)
S65,손목 및 손부위에서의 혈관 손상(Injury of blood vessels at wrist and hand level)
S66,손목 및 손부위에서의 근육 및 힘줄의 손상(Injury of muscle and tendon at wrist and hand level)
S67,손목 및 손의 압착손상(Crushing injury of wrist and hand)
S68,손목 및 손의 외상성 절단(Traumatic amputation of wrist and hand)
S69,손목 및 손의 기타 및 상세불명의 손상(Other and unspecified injuries of wrist and hand)
S70,엉덩이 및 넓적다리의 얕은 손상(Superficial injury of hip and thigh)
S71,엉덩이 및 넓적다리의 열린 상처(Open wound of hip and thigh)
S72,넙다리뼈의 골절(Fracture of femur)
S73,"엉덩관절의 관절 및 인대의 탈구, 염좌 및 긴장(Dislocation, sprain and strain of joint and ligaments of hip)"
S74,엉덩관절 및 넓적다리 부위에서의 신경손상(Injury of nerves at hip and thigh level)
S75,엉덩이 및 넓적다리 부위에서의 혈관 손상(Injury of blood vessels at hip and thigh level) 
S76,엉덩이 및 넓적다리 부위에서의 근육 및 힘줄의 손상(Injury of muscle and tendon at hip and thigh level)
S77,엉덩이 및 넓적다리의 압착손상(Crushing injury of hip and thigh)
S78,엉덩이 및 넓적다리의 외상성 절단(Traumatic amputation of hip and thigh)
S79,엉덩이 및 넓적다리의 기타 및 상세불명의 손상(Other and unspecified injuries of hip and thigh)
S80,아래다리의 얕은 손상(Superficial injury of lower leg)
S81,아래다리의 열린 상처(Open wound of lower leg)
S82,"발목을 포함한 아래다리의 골절(Fracture of lower leg, including ankle)"
S83,"무릎의 관절 및 인대의 탈구, 염좌 및 긴장(Dislocation, sprain and strain of joints and ligaments of knee)"
S84,아래다리 부위에서의 신경손상(Injury of nerves at lower leg level)
S85,아래다리 부위에서의 혈관 손상(Injury of blood vessels at lower leg level)
S86,아래다리 부위에서의 근육 및 힘줄의 손상(Injury of muscle and tendon at lower leg level)
S87,아래다리의 압착손상(Crushing injury of lower leg)
S88,아래다리의 외상성 절단(Traumatic amputation of lower leg)
S89,아래다리의 기타 및 상세불명의 손상(Other and unspecified injuries of lower leg)
S90,발목 및 발의 얕은 손상(Superficial injury of ankle and foot)
S91,발목 및 발의 열린 상처(Open wound of ankle and foot)
S92,"발목을 제외한 발의 골절(Fracture of foot, except ankle)"
S93,"발목 및 발부위에서의 관절 및 인대의 탈구, 염좌 및 긴장(Dislocation, sprain and strain of joints and ligaments at ankle and foot level)"
S94,발목 및 발부위에서의 신경 손상(Injury of nerves at ankle and foot level)
S95,발목 및 발부위에서의 혈관 손상(Injury of blood vessels at ankle and foot level)
S96,발목 및 발부위에서의 근육 및 힘줄의 손상(Injury of muscle and tendon at ankle and foot level)
S97,발목 및 발의 압착손상(Crushing injury of ankle and foot)
S98,발목 및 발의 외상성 절단(Traumatic amputation of ankle and foot)
S99,발목 및 발의 기타 및 상세불명의 손상(Other and unspecified injuries of ankle and foot)
T00,다발성 신체 부위의 얕은 손상(Superficial injuries involving multiple body regions)
T01,다발성 신체부위의 열린 상처(Open wounds involving multiple body regions)
T02,다발성 신체부위의 골절(Fractures involving multiple body regions)
T03,"다발성 신체부위의 탈구, 염좌 및 긴장(Dislocations, sprains and strains involving multiple body regions)"
T04,다발성 신체부위의 압착손상(Crushing injuries involving multiple body regions)
T05,다발성 신체부위의 외상성 절단(Traumatic amputations involving multiple body regions)
T06,"달리 분류되지 않은 다발성 신체부위의 기타 손상(Other injuries involving multiple body regions, NEC)"
T07,상세불명의 다발성 손상(Unspecified multiple injuries)
T08,"상세불명 부위의 척추의 골절(Fracture of spine, level unspecified)"
T09,"상세불명 부위의 척추 및 몸통의 기타 손상(Other injuries of spine and trunk, level unspecified)"
T10,"상세불명 부위의 팔 골절(Fracture of upper limb, level unspecified)"
T11,"상세불명 부위의 팔의 기타 손상(Other injuries of upper limb, level unspecified)"
T12,"상세불명 부위의 다리 골절(Fracture of lower limb, level unspecified)"
T13,"상세불명 부위의 다리의 기타 손상(Other injuries of lower limb, level unspecified)"
T14,상세불명의 신체부위의 손상(Injury of unspecified body region)
T15,외안의 이물(Foreign body on external eye)
T16,귀의 이물(Foreign body in ear)
T17,호흡기로의 이물(Foreign body in respiratory tract)
T18,소화관의 이물(Foreign body in alimentary tract)
T19,비뇨 생식기의 이물(Foreign body in genitourinary tract)
T20,머리 및 목의 화상 및 부식(Burn and corrosion of head and neck)
T21,몸통의 화상 및 부식(Burn and corrosion of trunk)
T22,"손목 및 손을 제외한 어깨팔의 화상 및 부식(Burn and corrosion of shoulder and upper limb, except wrist and hand)"
T23,손목 및 손의 화상 및 부식(Burn and corrosion of wrist and hand)
T24,"발목 및 발을 제외한 엉덩이 및 다리의 화상 및 부식(Burn and corrosion of hip and lower limb, except ankle and foot)"
T25,발목 및 발의 화상 및 부식(Burn and corrosion of ankle and foot)
T26,눈 및 부속기에 국한된 화상 및 부식(Burn and corrosion confined to eye and adnexa)
T27,호흡기도의 화상 및 부식(Burn and corrosion of respiratory tract)
T28,기타 내부기관의 화상 및 부식(Burn and corrosion of other internal organs)
T29,다발성 신체부위의 화상 및 부식(Burns and corrosions of multiple body regions)
T30,"상세불명 신체부위의 화상 및 부식(Burn and corrosion, body region unspecified)"
T31,포함된 신체표면의 정도에 따라 분류된 화상(Burns classified according to extent of body surface involved)
T32,포함된 신체표면의 정도에 따라 분류된 부식(Corrosions classified according   to extent of body surface involved)
T33,얕은 동상(Superficial frostbite)
